game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,starter_rate_basis,starter_rate_bf,opp_xwOBA_neutral,opp_xwOBA_vs_sp,platoon_delta_sp,opp_xwOBA_sd,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,starter_xwOBA,mx_xwOBA_sp,edge_xwOBA_sp,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,bullpen_xwOBA,expected_sp_ip,expected_sp_ip_raw,sp_share,bp_share,mx_xwOBA_bp,edge_xwOBA_bp,bullpen_pitchers,bullpen_relief_bf,sp_bf_per_ip,bp_bf_per_ip,opener,opener_reason,opener_confidence,pitching_basis,model_tag,model_metric,snapshot_utc,scheduled_start_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml
822850,2026-09-05,2026-09-05T23:05:00Z,Tampa Bay Rays @ Texas Rangers,away,Drew Rasmussen,Texas Rangers,9,measured,574.0,0.31287228538277995,0.3119471857811863,-0.0009250996015936486,0.02669989924674496,0.2858070257763976,0.3119471857811863,0.31467650854508095,0.28365921741514066,-0.031017291129940283,0.28088672233606543,0.2784504727129457,-0.03622603583213524,0.23,0.22800557768924304,0.24306281010374378,0.21575198133413737,-0.027310828769606416,0.349,0.3847094289508632,0.39457455019295345,0.3402743300047967,-0.05430022018815678,34.5,40.812802124834,39.03769624979639,36.06876963991227,-2.9689266098841216,88.3,89.3156972111554,88.86207568448091,88.7536215266745,-0.10845415780642043,12.4,14.846746347941568,14.015713927698764,13.231032420242803,-0.7846815074559608,26.0,23.016573705179283,22.071654011928032,27.11309791333515,5.041443901407117,4.7,9.373386454183267,8.918405753520775,4.939774837814429,-3.9786309157063453,0.29371784724863664,5.604925458529096,5.735576923076923,0.6165337432331035,0.3834662567668965,0.2920337922626533,-0.022642716282427644,8.0,1364.7045296167248,3.905908096280087,4.010632334717606,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-09-06T00:50:30.722276+00:00,2026-09-05T23:05:00Z,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,FOLLOW,TB,2026-09-06T00:50:30.722276+00:00,-107.0,-112.0,0.5054504229528212,0.49454957704717883,-107.0
822850,2026-09-05,2026-09-05T23:05:00Z,Tampa Bay Rays @ Texas Rangers,home,Jacob deGrom,Tampa Bay Rays,9,measured,561.0,0.31840384189588034,0.31967582064754035,0.001271978751660019,0.029182629461771633,0.29348953267317,0.31967582064754035,0.31467650854508095,0.2976178824299186,-0.017058626115162345,0.2945819226240667,0.2992619890762762,-0.015414519468804733,0.232,0.2518332005312085,0.24306281010374378,0.24037121309633241,-0.002691597007411367,0.386,0.3962807436918991,0.39457455019295345,0.38766911598903414,-0.006905434203919314,44.3,36.32996015936255,39.03769624979639,41.22725953809723,2.189563288300839,90.4,88.62725099601593,88.86207568448091,90.16517531153502,1.3030996270541095,16.7,13.639628154050467,14.015713927698764,16.323914226351704,2.30820029865294,29.8,17.027516600265603,22.071654011928032,22.989667852427075,0.918013840499043,6.6,9.147622841965473,8.918405753520775,6.769630405427313,-2.1487753480934613,0.2921676296215689,4.993118290168967,4.939102564102565,0.5475321554730433,0.45246784452695665,0.2956283460091618,-0.019048162535919122,8.0,1026.4967532467533,4.06046511627907,4.181375867101779,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-09-06T00:50:30.722276+00:00,2026-09-05T23:05:00Z,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,FOLLOW,TB,2026-09-06T00:50:30.722276+00:00,-107.0,-112.0,0.5054504229528212,0.49454957704717883,-107.0
823094,2026-09-05,2026-09-06T01:40:00Z,Athletics @ Seattle Mariners,away,Jeffrey Springs,Seattle Mariners,9,measured,548.0,0.3235427024529578,0.3231408432232102,-0.00040185922974761423,0.01884794848408178,0.32087366269477663,0.3231408432232102,0.31467650854508095,0.32969677709672324,0.01502026855164229,0.3352463747754755,0.344264008563422,0.02958750001834104,0.254,0.24219256308100934,0.24306281010374378,0.2530905941403368,0.010027784036593018,0.454,0.3949189907038513,0.39457455019295345,0.45439631545387593,0.05982176526092248,35.0,39.33689243027888,39.03769624979639,35.268250110095615,-3.7694461397007757,87.6,88.94608233731739,88.86207568448091,87.68400665283647,-1.1780690316444407,17.2,13.6532005312085,14.015713927698764,16.83748660350974,2.8217726758109745,17.9,22.443054448871184,22.071654011928032,18.20120387976767,-3.870450132160361,9.1,10.543081009296149,8.918405753520775,10.757756468606434,1.8393507150856596,0.3060059389222353,4.568767853394109,4.386666666666667,0.5084645060409998,0.4915354939590002,0.3146278344809175,-4.8674064163423125e-05,9.0,1121.0363636363636,4.455284552845528,4.44062682061677,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-09-06T00:50:30.722276+00:00,2026-09-06T01:40:00Z,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,FOLLOW,SEA,2026-09-06T00:50:30.722276+00:00,198.0,-245.0,0.6790996186401266,0.6790996186401266,-245.0
823094,2026-09-05,2026-09-06T01:40:00Z,Athletics @ Seattle Mariners,home,George Kirby,Athletics,9,measured,640.0,0.3020367800408389,0.3004309367473462,-0.0016058432934926703,0.018904461474778443,0.3059553833753613,0.3004309367473462,0.31467650854508095,0.2927377185325647,-0.02193879001251625,0.3080373660196055,0.29409235171171755,-0.0205841568333634,0.258,0.23219601593625497,0.24306281010374378,0.24646539750768343,0.003402587403939644,0.401,0.3502804780876494,0.39457455019295345,0.3559846210163807,-0.03858992917657278,40.8,39.263266932270916,39.03769624979639,41.03575376441453,1.9980575146181394,89.5,88.40159362549801,88.86207568448091,89.0395179410171,0.17744225653618173,12.6,10.530066401062419,14.015713927698764,9.114352473363654,-4.90136145433511,20.0,23.772297476759626,22.071654011928032,21.54102040917507,-0.5306336027529639,5.6,7.830836653386453,8.918405753520775,4.917099139793246,-4.001306613727529,0.3029531827089403,5.3550323897622825,5.410256410256411,0.5904981160146724,0.4095018839853276,0.2907843493993243,-0.023892159145756653,8.0,1287.0,4.192139737991266,4.271117970645984,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-09-06T00:50:30.722276+00:00,2026-09-06T01:40:00Z,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,FOLLOW,SEA,2026-09-06T00:50:30.722276+00:00,198.0,-245.0,0.6790996186401266,0.6790996186401266,-245.0
823257,2026-09-05,2026-09-05T23:15:00Z,New York Yankees @ San Diego Padres,away,Carlos Rodón,San Diego Padres,9,measured,247.0,0.32164038820555535,0.33001223415509057,0.008371845949535217,0.023031650041315643,0.3006269387050384,0.33001223415509057,0.31467650854508095,0.31178187444897065,-0.0028946340961102934,0.31205951254901465,0.327267699142198,0.012591190597117052,0.225,0.24971394422310758,0.24306281010374378,0.23115686610476577,-0.011905943998978014,0.352,0.3940324037184595,0.39457455019295345,0.3515163510699599,-0.04305819912299358,37.1,40.50730411686587,39.03769624979639,38.49666161444048,-0.5410346353559135,89.8,89.34586985391768,88.86207568448091,90.28379416943676,1.4217184849558464,16.1,11.178486055776894,14.015713927698764,13.262772128078131,-0.7529417996206327,25.5,21.9464807436919,22.071654011928032,25.355383817710425,3.283729805782393,12.6,9.801885790172644,8.918405753520775,13.84818815934888,4.929782405828105,0.28708328882232254,4.823855743590459,4.71875,0.5422617138171214,0.4577382861828786,0.2934365227676695,-0.02123998577741143,7.0,1283.846590909091,4.174603174603175,4.070448981529826,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-09-06T00:50:30.722276+00:00,2026-09-05T23:15:00Z,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,FOLLOW,SD,2026-09-06T00:50:30.722276+00:00,105.0,-126.0,0.533347098905637,0.533347098905637,-126.0
823257,2026-09-05,2026-09-05T23:15:00Z,New York Yankees @ San Diego Padres,home,Robbie Ray,New York Yankees,9,measured,622.0,0.3204242607082667,0.32155865645859866,0.0011343957503319735,0.020579869885182983,0.3049081341959271,0.32155865645859866,0.31467650854508095,0.31119253535690566,-0.0034839731881752822,0.3278776327624766,0.33504849650644797,0.020371987961367022,0.239,0.24870039840637453,0.24306281010374378,0.24454335566084198,0.0014805455570982007,0.419,0.41937848605577693,0.39457455019295345,0.44533938028045844,0.050764830087504986,37.7,42.23484727755645,39.03769624979639,40.78759494861798,1.749898698821589,89.2,89.55628154050464,88.86207568448091,89.89420585602372,1.0321301715428035,18.8,13.079070385126162,14.015713927698764,17.8633564574274,3.8476425297286365,20.3,25.823691899070386,22.071654011928032,23.750868207150567,1.679214195222535,11.7,8.37800796812749,8.918405753520775,10.99105556936503,2.0726498158442546,0.2697303609651847,5.308254376889677,5.3493589743589745,0.6049771922812855,0.39502280771871445,0.274657145213817,-0.040019363331263935,8.0,1618.5349503214493,4.395348837209303,4.126638978064912,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-09-06T00:50:30.722276+00:00,2026-09-05T23:15:00Z,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,FOLLOW,SD,2026-09-06T00:50:30.722276+00:00,105.0,-126.0,0.533347098905637,0.533347098905637,-126.0
823335,2026-09-05,2026-09-05T22:40:00Z,Los Angeles Angels @ Pittsburgh Pirates,away,Yusei Kikuchi,Pittsburgh Pirates,9,measured,192.0,0.32007250202187837,0.32510676497008556,0.005034262948207191,0.019276141808436717,0.32527312724542773,0.32510676497008556,0.31467650854508095,0.3338834688908823,0.019206960345801327,0.338560448131877,0.34978236077386904,0.03510585222878809,0.268,0.24016281540504655,0.24306281010374378,0.26480247842555954,0.021739668321815758,0.464,0.4028770252324037,0.39457455019295345,0.4737632967367537,0.07918874654380026,45.8,40.399628154050475,39.03769624979639,47.397852517108056,8.360156267311666,91.2,89.03726427622843,88.86207568448091,91.3751885917475,2.5131129072665885,14.0,9.296547144754316,14.015713927698764,9.28083321705555,-4.734880710643214,22.4,25.25128818061089,22.071654011928032,25.62693556812756,3.555281556199528,8.3,9.954183266932272,8.918405753520775,9.26395629430984,0.3455505407890662,0.30836862327937253,4.975884285426427,4.916666666666666,0.5599033529320743,0.44009664706792573,0.31365645072908543,-0.001020057815995512,9.0,822.0,4.408163265306122,4.284424306493341,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-09-06T00:50:30.722276+00:00,2026-09-05T22:40:00Z,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,FOLLOW,PIT,2026-09-06T00:50:30.722276+00:00,154.0,-188.0,0.6237851395130107,0.6237851395130107,-188.0
823335,2026-09-05,2026-09-05T22:40:00Z,Los Angeles Angels @ Pittsburgh Pirates,home,Braxton Ashcraft,Los Angeles Angels,9,measured,645.0,0.30652443367870835,0.30528671787525546,-0.001237715803452888,0.0253707972412918,0.29104994719604144,0.30528671787525546,0.31467650854508095,0.2827522687141312,-0.03192423983094972,0.29071496758994375,0.2820401773970698,-0.03263633114801112,0.232,0.22729960159362547,0.24306281010374378,0.2169542413634297,-0.026108568740314086,0.368,0.3679189907038513,0.39457455019295345,0.34313968935099154,-0.051434860841961916,41.7,36.83338645418327,39.03769624979639,39.345360067128794,0.3076638173324042,89.7,88.23367861885791,88.86207568448091,89.07160293437701,0.20952724989609806,10.8,14.420929614873838,14.015713927698764,11.205215687175075,-2.810498240523689,25.4,25.726560424966802,22.071654011928032,29.606056457799436,7.534402445871404,5.4,8.803134130146084,8.918405753520775,5.33020425584723,-3.588201497673545,0.291707835958044,6.078313477687247,6.351851851851852,0.662614283161583,0.337385716838417,0.28415079228537715,-0.030525716259703795,7.0,1198.4454022988505,4.034274193548387,4.27347127293979,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-09-06T00:50:30.722276+00:00,2026-09-05T22:40:00Z,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,FOLLOW,PIT,2026-09-06T00:50:30.722276+00:00,154.0,-188.0,0.6237851395130107,0.6237851395130107,-188.0
823419,2026-09-05,2026-09-05T22:05:00Z,Atlanta Braves @ Philadelphia Phillies,away,Martín Pérez,Philadelphia Phillies,9,measured,499.0,0.32792547515565884,0.3256181710387929,-0.002307304116865916,0.025951298655974998,0.30640954040077084,0.3256181710387929,0.31467650854508095,0.3179809403858199,0.003304431840738975,0.32494265585059784,0.33624128404043707,0.021564775495356125,0.263,0.26374156706507307,0.24306281010374378,0.2853749288445581,0.042312118740814336,0.393,0.42425099601593624,0.39457455019295345,0.4225580219320504,0.027983471739096932,38.0,39.65752988047809,39.03769624979639,38.60335727331828,-0.4343389764781094,88.0,89.32690571049137,88.86207568448091,88.46483002601045,-0.39724565847046733,7.6,13.111447543160688,14.015713927698764,6.695733615461924,-7.31998031223684,18.2,19.712483399734396,22.071654011928032,16.254658471960457,-5.816995539967575,10.0,8.583240371845948,8.918405753520775,9.624186888399295,0.7057811348785208,0.2830117394133523,4.93369454654372,4.861742424242425,0.55800833789159,0.44199166210841,0.2949275100033641,-0.019748998541716856,8.0,1140.9607843137255,4.179144385026738,4.016363608599845,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-09-06T00:50:30.722276+00:00,2026-09-05T22:05:00Z,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,FOLLOW,PHI,2026-09-06T00:50:30.722276+00:00,137.0,-166.0,0.5966152073033878,0.5966152073033878,-166.0
823419,2026-09-05,2026-09-05T22:05:00Z,Atlanta Braves @ Philadelphia Phillies,home,Zack Wheeler,Atlanta Braves,9,measured,524.0,0.3201557646253353,0.3198487261127191,-0.00030703851261620896,0.029998524999438853,0.28100062820873745,0.3198487261127191,0.31467650854508095,0.28573807154639996,-0.028938436998680983,0.2779994404719681,0.2825688110819662,-0.03210769746311476,0.207,0.24403505976095619,0.24306281010374378,0.20782799865169446,-0.03523481145204932,0.327,0.4122066401062417,0.39457455019295345,0.3416124310319197,-0.05296211916103377,35.1,40.053864541832674,39.03769624979639,36.01366833796345,-3.0240279118329383,86.8,89.44682602921647,88.86207568448091,87.38475034473555,-1.477325339745363,14.4,15.448366533864542,14.015713927698764,15.832652606165778,1.8169386784670145,29.4,20.995644090305444,22.071654011928032,27.96672763723969,5.895073625311657,7.8,8.132589641434263,8.918405753520775,7.112728547716608,-1.8056772058041668,0.28502855738533933,5.263938364694577,5.291666666666666,0.5730348813717554,0.4269651186282446,0.2899915730973177,-0.024684935447763234,8.0,1382.811320754717,4.012224938875305,4.212048601000586,False,,,starter_bullpen_sequential,xw+plat_consol_v12,xwOBA,2026-09-06T00:50:30.722276+00:00,2026-09-05T22:05:00Z,posted,posted,9,9,0,0,xwoba_market_hybrid_v1,FOLLOW,PHI,2026-09-06T00:50:30.722276+00:00,137.0,-166.0,0.5966152073033878,0.5966152073033878,-166.0
