game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS
822716,2026-07-04,Pittsburgh Pirates @ Washington Nationals,away,Braxton Ashcraft,R,Washington Nationals,9,5,3,1,6,1,187,False,True,0.796,0.799,0.689,0.693,0.745,0.024
822716,2026-07-04,Pittsburgh Pirates @ Washington Nationals,home,Carson Palmquist,L,Pittsburgh Pirates,9,3,4,2,6,3,11,True,False,0.749,0.746,0.847,0.725,0.764,0.043
822882,2026-07-04,Detroit Tigers @ Texas Rangers,away,Jack Flaherty,R,Texas Rangers,9,6,3,0,6,0,150,False,True,0.734,0.74,0.787,0.77,0.776,0.055
822882,2026-07-04,Detroit Tigers @ Texas Rangers,home,Cal Quantrill,R,Detroit Tigers,9,6,3,0,6,1,77,False,True,0.773,0.772,0.692,0.706,0.74,0.019
823118,2026-07-04,Toronto Blue Jays @ Seattle Mariners,away,Shane Bieber,R,Seattle Mariners,9,6,2,1,7,0,19,True,False,0.753,0.753,1.161,0.881,0.893,0.172
823118,2026-07-04,Toronto Blue Jays @ Seattle Mariners,home,Logan Gilbert,R,Toronto Blue Jays,9,5,3,1,6,1,169,False,True,0.738,0.734,0.664,0.662,0.671,-0.05
823526,2026-07-04,Minnesota Twins @ New York Yankees,away,Zebby Matthews,R,New York Yankees,9,5,3,1,6,1,107,False,True,0.765,0.77,0.771,0.763,0.791,0.07
823526,2026-07-04,Minnesota Twins @ New York Yankees,home,Brendan Beck,R,Minnesota Twins,9,2,5,2,4,0,14,True,False,0.79,0.777,1.17,0.817,0.876,0.155
823932,2026-07-04,San Diego Padres @ Los Angeles Dodgers,away,Wandy Peralta,L,Los Angeles Dodgers,9,5,3,1,4,1,93,False,True,0.769,0.763,0.697,0.682,0.751,0.03
823932,2026-07-04,San Diego Padres @ Los Angeles Dodgers,home,Yoshinobu Yamamoto,R,San Diego Padres,9,3,6,0,3,0,183,False,True,0.693,0.694,0.559,0.587,0.572,-0.149
