game_pk,faced_pitcher,pitcher_side,batting_side,player_id,batting_order,PA,xwoba_raw,xwoba_shrunk,slot_weight,savant_backfill,model_tag,model_metric,snapshot_utc
824226,Zebby Matthews,away,home,805808,1.0,630.0,0.351,0.3460058743989262,4.61,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Zebby Matthews,away,home,701678,2.0,292.0,0.296,0.300730327324531,4.5,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Zebby Matthews,away,home,690993,3.0,402.0,0.334,0.33012408030122736,4.39,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Zebby Matthews,away,home,682985,4.0,523.0,0.37,0.3610983761014705,4.29,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Zebby Matthews,away,home,693307,5.0,559.0,0.341,0.33698526299122333,4.18,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Zebby Matthews,away,home,814430,6.0,45.0,0.314,0.31437440214631823,4.08,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Zebby Matthews,away,home,703601,7.0,137.0,0.307,0.3101826511021778,3.97,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Zebby Matthews,away,home,701162,8.0,111.0,0.326,0.32057008678301485,3.87,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Zebby Matthews,away,home,807726,9.0,25.0,0.329,0.31743430648972915,3.76,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Keider Montero,home,away,807712,1.0,549.0,0.316,0.31577548275996326,4.61,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Keider Montero,home,away,686797,2.0,560.0,0.276,0.2818398307745699,4.5,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Keider Montero,home,away,665019,3.0,518.0,0.34,0.3358807254226799,4.39,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Keider Montero,home,away,605137,4.0,567.0,0.334,0.3310828910213136,4.29,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
824226,Keider Montero,home,away,701785,5.0,107.0,0.309,0.3116777213102229,4.18,False,xw+plat_consol_v12,xwOBA,2026-09-09T18:46:40.645566+00:00
