game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,starter_rate_basis,starter_rate_bf,opp_xwOBA_neutral,opp_xwOBA_vs_sp,platoon_delta_sp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,starter_xwOBA,mx_xwOBA_sp,edge_xwOBA_sp,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,bullpen_xwOBA,expected_sp_ip,sp_share,bp_share,mx_xwOBA_bp,edge_xwOBA_bp,bullpen_pitchers,bullpen_relief_bf,sp_bf_per_ip,bp_bf_per_ip,opener,opener_reason,opener_confidence,pitching_basis,model_tag,model_metric,snapshot_utc,scheduled_start_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home
822780,2026-08-10,2026-08-10T23:07:00Z,Boston Red Sox @ Toronto Blue Jays,away,Sonny Gray,Toronto Blue Jays,9,measured,484.0,0.3130862886835198,0.31212905096771637,-0.0009572377158034162,0.29202726949933056,0.31212905096771637,0.3162785643604872,0.28848832426834364,-0.027790240092143537,0.2995090400301065,0.2955795395425416,-0.020699024817945555,0.249,0.245005577689243,0.24347734120990722,0.25056290060283903,0.007085559392931817,0.373,0.35684966799468787,0.39635721353798536,0.3358206224478423,-0.06053659109014309,38.0,30.48082337317397,39.18896957611923,29.556053672981292,-9.632915903137935,89.2,86.88467463479417,88.89143303571429,87.19324159907988,-1.6981914366344029,9.7,13.20496679946879,14.00161755952381,8.903349239944978,-5.098268319578832,21.9,17.88589641434263,22.14239213731428,17.690100014713867,-4.4522921226004115,6.6,6.4591766268260296,8.915804980395366,4.7814600959521405,-4.134344884443226,0.2779812852325632,5.886904761904762,0.6524593204847479,0.34754067951525214,0.27517555321182274,-0.04110301114866444,6.0,783.25,4.058355437665782,4.0878682456088065,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-11T06:50:08.684440+00:00,2026-08-10T23:07:00Z,posted,posted,9,9,0,0
822780,2026-08-10,2026-08-10T23:07:00Z,Boston Red Sox @ Toronto Blue Jays,home,Jameson Taillon,Boston Red Sox,9,measured,346.0,0.3238373148640263,0.32280570795831576,-0.0010316069057105248,0.3085423603530414,0.32280570795831576,0.3162785643604872,0.31536737921807606,-0.0009111851424111195,0.33500899768569126,0.3419226873278601,0.025644122967372895,0.264,0.247265604249668,0.24347734120990722,0.2681075750109931,0.024630233801085866,0.543,0.38342682602921646,0.39635721353798536,0.5252856752004373,0.12892846166245198,39.9,34.87519256308101,39.18896957611923,35.50795538433574,-3.6810141917834898,89.2,87.36749003984063,88.89143303571429,87.67605700412635,-1.2153760315879367,18.5,13.214980079681276,14.00161755952381,17.713362520157467,3.7117449606336574,20.8,19.60159362549801,22.14239213731428,18.413238501150104,-3.729153636164174,8.4,8.691181938911022,8.915804980395366,8.18837204799596,-0.727432932399406,0.28183299640525467,4.333333333333334,0.5022822947315724,0.4977177052684276,0.28856853128982585,-0.027710033070661333,7.0,1218.2594876660341,4.5,4.140597836203321,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-11T06:50:08.684440+00:00,2026-08-10T23:07:00Z,posted,posted,9,9,0,0
823018,2026-08-10,2026-08-10T23:45:00Z,Philadelphia Phillies @ St. Louis Cardinals,away,Andrew Painter,St. Louis Cardinals,9,measured,339.0,0.31573956536862835,0.3158195122477784,7.994687915002796e-05,0.3164431385186102,0.3158195122477784,0.3162785643604872,0.31594591438883046,-0.0003326499716567177,0.3422982757025641,0.3418014581362028,0.025522893775715594,0.271,0.25172244355909695,0.24347734120990722,0.280177128046195,0.03669978683628777,0.456,0.409261620185923,0.39635721353798536,0.470846227671584,0.07448901413359865,35.2,40.92432934926959,39.18896957611923,36.758720851188606,-2.430248724930621,87.1,89.78098273572375,88.89143303571429,87.98954970000948,-0.9018833357048095,15.7,12.49003984063745,14.00161755952381,14.18842228111364,0.18680472158983008,18.6,19.290783532536523,22.14239213731428,16.20459846795489,-5.937793669359387,8.3,7.612324037184596,8.915804980395366,7.086549071851768,-1.8292559085435984,0.291991163530377,4.241071428571429,0.48605403753928395,0.5139459624607161,0.2914935549014369,-0.024785009459050267,7.0,1114.531914893617,4.481327800829876,4.222853519346784,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-11T06:50:08.684440+00:00,2026-08-10T23:45:00Z,posted,posted,9,9,0,0
823018,2026-08-10,2026-08-10T23:45:00Z,Philadelphia Phillies @ St. Louis Cardinals,home,Hunter Dobbins,Philadelphia Phillies,9,measured,169.0,0.32867436131169125,0.33010118734090776,0.0014268260292165102,0.3114428115369407,0.33010118734090776,0.3162785643604872,0.3244714138227092,0.00819284946222204,0.3160245450527896,0.3298360663857522,0.013557502025265011,0.237,0.2604262948207171,0.24347734120990722,0.25349805269681697,0.01002071148690975,0.368,0.416117662682603,0.39635721353798536,0.3863466959521411,-0.010010517585844259,40.7,39.418167330677285,39.18896957611923,40.93803505709417,1.7490654809749415,88.5,89.43970783532536,88.89143303571429,89.04827479961106,0.15684176389677873,11.7,13.040770252324037,14.00161755952381,10.739152692800227,-3.262464866723583,21.3,21.22889774236388,22.14239213731428,20.421258873396347,-1.721133263917931,8.3,8.319123505976096,8.915804980395366,7.744530667890368,-1.1712743125049982,0.30519815938285577,5.2,0.5767993441640541,0.4232006558359459,0.31715968583419984,0.0008811214737126649,8.0,1214.0,4.2444444444444445,4.261496878263484,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-11T06:50:08.684440+00:00,2026-08-10T23:45:00Z,posted,posted,9,9,0,0
823189,2026-08-10,2026-08-11T01:45:00Z,Houston Astros @ San Francisco Giants,away,Hayden Wesneski,San Francisco Giants,9,measured,48.0,0.3149848579890862,0.31635032943662933,0.0013654714475431207,0.30485421801781504,0.31635032943662933,0.3162785643604872,0.30448022623037424,-0.01179833813011294,0.3152708678453002,0.3153424042704198,-0.0009361600900673617,0.313,0.235203187250996,0.24347734120990722,0.30236323940342985,0.058885898193522634,0.425,0.37234926958831344,0.39635721353798536,0.3992571200167328,0.0028999064787474382,40.0,34.741593625498005,39.18896957611923,35.46058393601516,-3.728385640104065,88.4,87.72284196547145,88.89143303571429,87.23140892975717,-1.6600241059571204,7.6,14.486533864541833,14.00161755952381,8.084916305018025,-5.916701254505785,16.7,22.090517928286854,22.14239213731428,16.660875984609714,-5.481516152704565,8.3,8.562815405046482,8.915804980395366,7.971391031787035,-0.9444139486083314,0.28622505774393947,5.833333333333333,0.6413716886830038,0.35862831131699624,0.28505428228653,-0.031224282073957166,7.0,1296.103448275862,4.017857142857142,4.13850724928811,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-11T06:50:08.684440+00:00,2026-08-11T01:45:00Z,posted,posted,9,9,0,0
823189,2026-08-10,2026-08-11T01:45:00Z,Houston Astros @ San Francisco Giants,home,Blade Tidwell,Houston Astros,9,measured,69.0,0.32916331046308156,0.3268299771297482,-0.002333333333333354,0.3135585673858331,0.3268299771297482,0.3162785643604872,0.32503488455246166,0.008756320191974476,0.32727041540509394,0.3381885288317466,0.021909964471259424,0.239,0.24817104913678623,0.24347734120990722,0.24360739463043896,0.0001300534205317394,0.334,0.4131282868525897,0.39635721353798536,0.34813255088024536,-0.04822466265774,39.2,38.059893758300134,39.18896957611923,38.07060638395863,-1.1183631921605937,87.2,88.14350597609562,88.89143303571429,86.45207294038134,-2.439360095332944,24.2,15.015830013280214,14.00161755952381,25.214212453756403,11.212594894232593,18.8,20.92332005312085,22.14239213731428,17.764946739236265,-4.377445398078013,5.8,9.00929614873838,8.915804980395366,5.860818824276866,-3.0549861561185,0.2976267213508563,5.0,0.5374446924808719,0.4625553075191281,0.3097516174711717,-0.006526946889315488,7.0,722.6944444444445,4.014705882352942,4.319103760794675,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-11T06:50:08.684440+00:00,2026-08-11T01:45:00Z,posted,posted,9,9,0,0
823265,2026-08-10,2026-08-11T01:40:00Z,Milwaukee Brewers @ San Diego Padres,away,Logan Henderson,San Diego Padres,9,measured,192.0,0.31364629542806727,0.3119631612979212,-0.0016831341301460911,0.2851750105400763,0.3119631612979212,0.3162785643604872,0.2819297769896336,-0.03434878737085356,0.2894311610103825,0.2854820722659343,-0.030796492094552874,0.201,0.2432191235059761,0.24347734120990722,0.20078683125816868,-0.04269050995173854,0.325,0.3933134130146082,0.39635721353798536,0.32250418275154524,-0.07385303078644012,36.1,40.494289508632136,39.18896957611923,37.302431451334485,-1.8865381247847424,87.7,89.42581673306772,88.89143303571429,88.23438369735344,-0.6570493383608493,20.9,11.703559096945552,14.00161755952381,18.601941537421744,4.600323977897935,32.3,22.175405046480744,22.14239213731428,32.34815726139543,10.20576512408115,5.2,8.266879150066401,8.915804980395366,4.821524436085077,-4.09428054431029,0.27962377086447765,5.25,0.5660261897418879,0.4339738102581121,0.2772965661539689,-0.038981998206518265,7.0,1105.7058441558443,3.8343195266272194,4.115696409148142,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-11T06:50:08.684440+00:00,2026-08-11T01:40:00Z,posted,posted,9,9,0,0
823265,2026-08-10,2026-08-11T01:40:00Z,Milwaukee Brewers @ San Diego Padres,home,Casey Mize,Milwaukee Brewers,9,measured,363.0,0.330159525701247,0.32974013659102125,-0.0004193891102257652,0.2913688273305672,0.32974013659102125,0.3162785643604872,0.30391099643665237,-0.01236756792383481,0.30089302549454433,0.31369975238907416,-0.0025788119714130198,0.231,0.25297901726427624,0.24347734120990722,0.2400147492068553,-0.0034625920030519064,0.359,0.41056812749003985,0.39635721353798536,0.3718715157300868,-0.024485697807898554,37.8,44.008339973439575,39.18896957611923,42.4485580761409,3.259588500021671,89.0,90.35349269588313,88.89143303571429,90.46205966016883,1.5706266244545475,18.4,7.509322709163347,14.00161755952381,11.907705149639535,-2.0939124098842754,23.7,23.2793625498008,22.14239213731428,24.916950662278303,2.774558524964025,6.1,11.268100929614874,8.915804980395366,7.709389765903413,-1.2064152144919529,0.2761280538000727,5.110294117647059,0.6154165536113552,0.38458344638864483,0.28824687332123816,-0.028031691039249018,7.0,1339.3375702638375,4.928571428571428,4.04642598363637,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-11T06:50:08.684440+00:00,2026-08-11T01:40:00Z,posted,posted,9,9,0,0
823675,2026-08-10,2026-08-10T23:40:00Z,Baltimore Orioles @ Minnesota Twins,away,Trevor Rogers,Minnesota Twins,9,measured,484.0,0.3188000197908384,0.3290111751693244,0.010211155378485992,0.2977915348348461,0.3290111751693244,0.3162785643604872,0.3065396514921938,-0.00973891286829337,0.2978431746397112,0.3098336212019815,-0.006444943158505689,0.246,0.232066401062417,0.24347734120990722,0.23447083156759732,-0.009006509642309896,0.386,0.3793553784860558,0.39635721353798536,0.3694424400366922,-0.026914773501293177,38.8,35.12438247011952,39.18896957611923,34.77575589716728,-4.413213678951948,89.0,87.91290836653387,88.89143303571429,88.0214753308196,-0.8699577048946878,18.0,15.895458167330679,14.00161755952381,19.893840607806872,5.892223048283062,20.2,19.935351925630812,22.14239213731428,18.186567485593564,-3.9558246517207145,6.6,9.449933598937584,8.915804980395366,6.9953932247430455,-1.9204117556523208,0.29769000407426466,5.982142857142858,0.6628607806301117,0.33713921936988833,0.3000632666406104,-0.016215297719876787,9.0,982.0,4.203342618384401,4.237794046966653,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-11T06:50:08.684440+00:00,2026-08-10T23:40:00Z,posted,posted,9,9,0,0
823675,2026-08-10,2026-08-10T23:40:00Z,Baltimore Orioles @ Minnesota Twins,home,Dean Kremer,Baltimore Orioles,9,measured,172.0,0.31673903750926924,0.315222437243665,-0.0015166002656042399,0.31439178554030933,0.315222437243665,0.3162785643604872,0.3140916397203368,-0.002186924640150356,0.3244243347440957,0.3233410070200906,0.0070624426596034295,0.249,0.22439362549800798,0.24347734120990722,0.22948341916069206,-0.013993922049215152,0.456,0.3760257636122178,0.39635721353798536,0.43260912719767747,0.0362519136596921,34.5,39.90990703851262,39.18896957611923,35.13467712271079,-4.054292453408436,87.4,89.8337583001328,88.89143303571429,88.34232526441853,-0.549107771295752,15.6,15.481992031872508,14.00161755952381,17.0803744723487,3.0787569128248915,23.3,26.003877822045155,22.14239213731428,27.36336478444928,5.220972647135003,7.6,9.692191235059761,8.915804980395366,8.261806258484105,-0.6539987219112611,0.30486120314999576,4.921875,0.48717059150120334,0.5128294084987967,0.3053050536475463,-0.010973510712940893,8.0,949.6444444444444,3.4166666666666665,4.340747415968617,False,,,starter_bullpen_sequential,woba+plat_consol_v5,wOBA,2026-08-11T06:50:08.684440+00:00,2026-08-10T23:40:00Z,posted,posted,9,9,0,0
